,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamento,aumento_reducao_caixa_equivalentes,datas,tic
24,-1540.0,907.31,308.43,-322.88,30/09/2018,ELET3
25,-1540.0,907.31,308.43,-322.88,30/06/2018,ELET3
26,2040.0,-249.87,-1680.0,110.97,31/03/2018,ELET3
27,1130.0,-364.45,-595.28,168.94,31/12/2017,ELET3
28,775.81,128.32,-1100.0,-193.6,30/09/2017,ELET3
29,1250.0,-751.83,-241.6,255.96,30/06/2017,ELET3
30,1250.0,-751.83,-241.6,255.96,31/03/2017,ELET3
31,1250.0,-751.83,-241.6,255.96,31/12/2016,ELET3
32,914.26,-269.47,-892.28,-247.49,30/09/2016,ELET3
33,914.26,-269.47,-892.28,-247.49,30/06/2016,ELET3
34,914.26,-269.47,-892.28,-247.49,31/03/2016,ELET3
35,2530.0,-2840.0,-433.45,-744.97,31/12/2015,ELET3
36,2530.0,-2840.0,-433.45,-744.97,30/09/2015,ELET3
37,2530.0,-2840.0,-433.45,-744.97,30/06/2015,ELET3
38,2570.0,-3040.0,1290.0,828.86,31/03/2015,ELET3
39,810.85,-586.97,-750.71,-526.83,31/12/2014,ELET3
40,2870.0,-5320.0,1870.0,-578.5,30/09/2014,ELET3
41,328.1,-2050.0,1690.0,-24.14,30/06/2014,ELET3
42,328.1,-2050.0,1690.0,-24.14,31/03/2014,ELET3
43,2.26,-1550.0,-637.63,-2180.0,31/12/2013,ELET3
44,1990.0,-1720.0,328.02,593.98,30/09/2013,ELET3
45,1510.0,-2590.0,1580.0,498.9,30/06/2013,ELET3
46,1970.0,-2070.0,-1090.0,-1180.0,31/03/2013,ELET3
47,3690.0,-1300.0,-337.69,2050.0,31/12/2012,ELET3
48,3690.0,-1300.0,-337.69,2050.0,30/09/2012,ELET3
49,3190.0,-4580.0,1630.0,240.88,30/06/2012,ELET3
50,3880.0,-4400.0,766.62,249.94,31/03/2012,ELET3
51,5670.0,-2230.0,-3960.0,-514.44,31/12/2011,ELET3
52,1090.0,-2250.0,658.08,-506.8,30/09/2011,ELET3
53,836.04,-4430.0,3650.0,56.54,30/06/2011,ELET3
54,-3820.0,-3150.0,2940.0,-4030.0000000000005,31/03/2011,ELET3
0,3780.0,1810.0,-1850.0,3730.0,30/09/2024,ELET6
1,3780.0,1810.0,-1850.0,3730.0,30/06/2024,ELET6
2,3780.0,1810.0,-1850.0,3730.0,31/03/2024,ELET6
3,1290.0,-1350.0,-1490.0,-1550.0,31/12/2023,ELET6
4,1610.0,84.34,-9650.0,-7960.0,30/09/2023,ELET6
5,1610.0,84.34,-9650.0,-7960.0,30/06/2023,ELET6
6,3130.0,-3610.0,10050.0,9580.0,31/03/2023,ELET6
7,2410.0,1370.0,-3960.0,-189.3,31/12/2022,ELET6
8,1100.0,2980.0,-3200.0,878.74,30/09/2022,ELET6
9,1100.0,2980.0,-3200.0,878.74,30/06/2022,ELET6
10,1100.0,2980.0,-3200.0,878.74,31/03/2022,ELET6
11,5790.0,-1780.0,-5690.0,-1690.0,31/12/2021,ELET6
12,5790.0,-1780.0,-5690.0,-1690.0,30/09/2021,ELET6
13,5790.0,-1780.0,-5690.0,-1690.0,30/06/2021,ELET6
14,263.83,31.83,666.05,961.71,31/03/2021,ELET6
15,-954.0,993.88,587.6,627.47,31/12/2020,ELET6
16,3130.0,881.72,-4010.0,5.34,30/09/2020,ELET6
17,1770.0,94.74,-1890.0,-20.69,30/06/2020,ELET6
18,2700.0,782.16,-3540.0,-61.08,31/03/2020,ELET6
19,-154.63,934.85,-923.37,-143.15,31/12/2019,ELET6
20,-117.53,629.81,-336.06,176.22,30/09/2019,ELET6
21,-2460.0,596.92,1750.0,-112.43,30/06/2019,ELET6
22,-814.24,1260.0,2950.0,3400.0,31/03/2019,ELET6
23,-361.98,1120.0,-366.08,389.14,31/12/2018,ELET6
24,-361.98,1120.0,-366.08,389.14,30/09/2018,ELET6
25,-1540.0,907.31,308.43,-322.88,30/06/2018,ELET6
26,2040.0,-249.87,-1680.0,110.97,31/03/2018,ELET6
27,1130.0,-364.45,-595.28,168.94,31/12/2017,ELET6
28,775.81,128.32,-1100.0,-193.6,30/09/2017,ELET6
29,455.61,671.14,-1210.0,-86.46,30/06/2017,ELET6
30,1240.0,-651.06,-753.67,-168.95,31/03/2017,ELET6
31,1250.0,-751.83,-241.6,255.96,31/12/2016,ELET6
32,-555.21,583.95,267.1,295.84,30/09/2016,ELET6
33,-987.55,-968.04,1850.0,-104.09,30/06/2016,ELET6
34,914.26,-269.47,-892.28,-247.49,31/03/2016,ELET6
35,-566.48,-2350.0,2150.0,-770.55,31/12/2015,ELET6
36,2570.0,-3040.0,1290.0,828.86,30/09/2015,ELET6
37,2570.0,-3040.0,1290.0,828.86,30/06/2015,ELET6
38,2570.0,-3040.0,1290.0,828.86,31/03/2015,ELET6
39,810.85,-586.97,-750.71,-526.83,31/12/2014,ELET6
40,1070.0,-2550.0,1910.0,429.83,30/09/2014,ELET6
41,2870.0,-5320.0,1870.0,-578.5,30/06/2014,ELET6
42,328.1,-2050.0,1690.0,-24.14,31/03/2014,ELET6
43,2.26,-1550.0,-637.63,-2180.0,31/12/2013,ELET6
44,1990.0,-1720.0,328.02,593.98,30/09/2013,ELET6
45,1970.0,-2070.0,-1090.0,-1180.0,30/06/2013,ELET6
46,1970.0,-2070.0,-1090.0,-1180.0,31/03/2013,ELET6
47,1970.0,-2070.0,-1090.0,-1180.0,31/12/2012,ELET6
48,3690.0,-1300.0,-337.69,2050.0,30/09/2012,ELET6
49,5670.0,-2230.0,-3960.0,-514.44,30/06/2012,ELET6
50,5670.0,-2230.0,-3960.0,-514.44,31/03/2012,ELET6
51,5670.0,-2230.0,-3960.0,-514.44,31/12/2011,ELET6
52,1090.0,-2250.0,658.08,-506.8,30/09/2011,ELET6
53,836.04,-4430.0,3650.0,56.54,30/06/2011,ELET6
54,1190.0,-1450.0,808.21,543.41,31/03/2011,ELET6
0,952.84,-704.55,375.16,511.48,30/09/2024,EMBR3
1,952.84,-704.55,375.16,511.48,30/06/2024,EMBR3
2,952.84,-704.55,375.16,511.48,31/03/2024,EMBR3
3,-1510.0,-938.13,-1090.0,-3310.0,31/12/2023,EMBR3
4,3940.0,-869.73,-95.78,2750.0,30/09/2023,EMBR3
5,1680.0,-279.28,-3010.0,-1380.0,30/06/2023,EMBR3
6,682.42,-392.47,609.85,631.56,31/03/2023,EMBR3
7,682.42,-392.47,609.85,631.56,31/12/2022,EMBR3
8,-3470.0,-708.48,769.76,-3600.0,30/09/2022,EMBR3
9,2860.0,-478.36,320.59,2450.0,30/06/2022,EMBR3
10,238.59,520.36,-1250.0,37.25,31/03/2022,EMBR3
11,-972.38,-333.26,-2420.0,-4860.0,31/12/2021,EMBR3
12,-972.38,-333.26,-2420.0,-4860.0,30/09/2021,EMBR3
13,3710.0,-672.53,-1680.0,1570.0,30/06/2021,EMBR3
14,-2210.0,-1570.0,-338.99,-3390.0,31/03/2021,EMBR3
15,-2210.0,-1570.0,-338.99,-3390.0,31/12/2020,EMBR3
16,-2210.0,-1570.0,-338.99,-3390.0,30/09/2020,EMBR3
17,2940.0,-1320.0,-910.1,190.66,30/06/2020,EMBR3
18,-4250.0,-732.51,4120.0,-659.91,31/03/2020,EMBR3
19,-2690.0,71.27,-256.45,-2180.0,31/12/2019,EMBR3
20,-2510.0,1030.0,2290.0,3140.0,30/09/2019,EMBR3
21,4150.0,1140.0,-549.72,4490.0,30/06/2019,EMBR3
22,773.84,563.33,-133.17,1550.0,31/03/2019,EMBR3
23,101.83,246.63,-52.6,259.96,31/12/2018,EMBR3
24,-1280.0,-362.71,-290.93,-1960.0,30/09/2018,EMBR3
25,1210.0,-1240.0,-1440.0,-1640.0,30/06/2018,EMBR3
26,1040.0,-858.94,-114.25,75.77,31/03/2018,EMBR3
27,1040.0,-858.94,-114.25,75.77,31/12/2017,EMBR3
28,1040.0,-858.94,-114.25,75.77,30/09/2017,EMBR3
29,2380.0,-492.06,-232.81,1760.0,30/06/2017,EMBR3
30,419.05,-1980.0,131.74,-1550.0,31/03/2017,EMBR3
31,1500.0,-622.17,-254.65,727.83,31/12/2016,EMBR3
32,-1790.0,-383.35,1460.0,-779.81,30/09/2016,EMBR3
33,705.35,-1120.0,-175.47,-678.52,30/06/2016,EMBR3
34,-689.78,-836.73,102.17,-1480.0,31/03/2016,EMBR3
35,-689.78,-836.73,102.17,-1480.0,31/12/2015,EMBR3
36,-689.78,-836.73,102.17,-1480.0,30/09/2015,EMBR3
37,3080.0,-2680.0,402.82,690.78,30/06/2015,EMBR3
38,498.11,-1520.0,35.74,483.96,31/03/2015,EMBR3
39,1050.0,-529.97,3400.0,3870.0,31/12/2014,EMBR3
40,-998.25,-430.87,52.95,-1130.0,30/09/2014,EMBR3
41,1630.0,-495.12,450.39,1670.0,30/06/2014,EMBR3
42,50.29,-419.65,93.22,-163.97,31/03/2014,EMBR3
43,313.43,-365.08,281.37,196.03,31/12/2013,EMBR3
44,-722.48,-310.03,-36.23,-1090.0,30/09/2013,EMBR3
45,741.38,-652.69,57.57,308.85,30/06/2013,EMBR3
46,1060.0,-416.74,-380.46,258.14,31/03/2013,EMBR3
47,-784.1,-237.05,740.78,-280.37,31/12/2012,EMBR3
48,-784.1,-237.05,740.78,-280.37,30/09/2012,EMBR3
49,1080.0,-541.79,-54.58,486.67,30/06/2012,EMBR3
50,217.68,-214.71,-215.84,-212.87,31/03/2012,EMBR3
51,535.1,-249.64,503.86,789.32,31/12/2011,EMBR3
52,-245.4,-183.74,514.09,84.95,30/09/2011,EMBR3
53,433.06,-244.75,-314.97,-126.65,30/06/2011,EMBR3
54,559.47,-205.66,196.69,550.5,31/03/2011,EMBR3
0,1470.0,819.88,-2020.0,271.94,30/09/2024,ENGI11
1,1470.0,819.88,-2020.0,271.94,30/06/2024,ENGI11
2,1470.0,819.88,-2020.0,271.94,31/03/2024,ENGI11
3,1970.0,-3180.0,867.49,-343.75,31/12/2023,ENGI11
4,1920.0,-2960.0,906.11,-128.34,30/09/2023,ENGI11
5,1430.0,-2020.0,-2080.0,-2660.0,30/06/2023,ENGI11
6,1480.0,-2780.0,1440.0,135.4,31/03/2023,ENGI11
7,1480.0,609.78,443.07,2540.0,31/12/2022,ENGI11
8,1480.0,609.78,443.07,2540.0,30/09/2022,ENGI11
9,1480.0,-2130.0,424.27,-220.51,30/06/2022,ENGI11
10,1480.0,-2130.0,424.27,-220.51,31/03/2022,ENGI11
11,1480.0,-2130.0,424.27,-220.51,31/12/2021,ENGI11
12,1200.0,-657.24,-274.4,272.04,30/09/2021,ENGI11
13,270.97,-1610.0,897.72,-439.72,30/06/2021,ENGI11
14,669.22,-283.24,-433.01,-47.04,31/03/2021,ENGI11
15,749.93,477.4,-1050.0,178.39,31/12/2020,ENGI11
16,829.35,-1850.0,757.35,-267.92,30/09/2020,ENGI11
17,2200.0,-2580.0,-375.66,-753.88,30/06/2020,ENGI11
18,1040.0,131.96,-399.18,770.29,31/03/2020,ENGI11
19,739.65,-1070.0,984.46,650.51,31/12/2019,ENGI11
20,828.49,-1360.0,371.38,-160.35,30/09/2019,ENGI11
21,678.05,186.8,-862.69,2.16,30/06/2019,ENGI11
22,471.12,-1370.0,1020.0,129.22,31/03/2019,ENGI11
23,604.65,1140.0,-1760.0,-14.66,31/12/2018,ENGI11
24,-1790.0,-2500.0,3870.0,-422.37,30/09/2018,ENGI11
25,284.19,-139.0,-189.75,-44.56,30/06/2018,ENGI11
26,295.54,-1030.0,966.45,228.28,31/03/2018,ENGI11
27,242.32,439.77,-658.17,23.92,31/12/2017,ENGI11
28,-83.34,-510.72,677.02,82.97,30/09/2017,ENGI11
29,337.57,-114.62,-110.94,112.01,30/06/2017,ENGI11
30,431.23,-64.0,-307.34,59.88,31/03/2017,ENGI11
31,563.82,-291.48,-402.92,-130.58,31/12/2016,ENGI11
32,575.26,113.85,-854.96,-165.85,30/09/2016,ENGI11
33,401.74,-1240.0,727.86,-113.64,30/06/2016,ENGI11
34,309.29,-826.08,758.58,241.79,31/03/2016,ENGI11
35,478.77,-172.77,-554.72,-248.73,31/12/2015,ENGI11
36,478.77,-172.77,-554.72,-248.73,30/09/2015,ENGI11
37,730.23,-481.93,455.02,703.32,30/06/2015,ENGI11
38,371.78,-127.42,-461.13,-216.78,31/03/2015,ENGI11
39,-130.08,533.41,-1120.0,-714.8,31/12/2014,ENGI11
40,432.85,-307.77,-332.47,-207.39,30/09/2014,ENGI11
41,948.93,-1630.0,204.48,-474.56,30/06/2014,ENGI11
42,948.93,-1630.0,204.48,-474.56,31/03/2014,ENGI11
43,229.45,-155.08,-17.8,56.57,31/12/2013,ENGI11
44,229.45,-155.08,-17.8,56.57,30/09/2013,ENGI11
45,229.45,-155.08,-17.8,56.57,30/06/2013,ENGI11
46,67.44,-357.76,-171.65,-461.97,31/03/2013,ENGI11
47,-359.36,766.09,-121.15,285.59,31/12/2012,ENGI11
48,,,,,30/09/2012,ENGI11
49,171.76,-220.16,107.66,59.27,30/06/2012,ENGI11
50,179.07,-131.0,-29.72,18.34,31/03/2012,ENGI11
51,-275.69,528.28,-129.87,122.73,31/12/2011,ENGI11
52,,,,,30/09/2011,ENGI11
53,,,,,30/06/2011,ENGI11
54,402.12,-374.02,-67.92,-39.83,31/03/2011,ENGI11
0,2029.9999999999998,-8430.0,6030.0,-374.72,30/09/2024,EQTL3
1,2029.9999999999998,-8430.0,6030.0,-374.72,30/06/2024,EQTL3
2,387.87,1130.0,-2780.0,-1270.0,31/03/2024,EQTL3
3,387.87,1130.0,-2780.0,-1270.0,31/12/2023,EQTL3
4,671.17,-4430.0,2790.0,-963.28,30/09/2023,EQTL3
5,490.3,-1920.0,1760.0,331.54,30/06/2023,EQTL3
6,1450.0,-1620.0,1100.0,922.87,31/03/2023,EQTL3
7,531.99,479.94,142.83,1150.0,31/12/2022,EQTL3
8,531.99,479.94,142.83,1150.0,30/09/2022,EQTL3
9,640.12,-2580.0,2220.0,280.53,30/06/2022,EQTL3
10,751.62,173.44,-1870.0,-944.87,31/03/2022,EQTL3
11,1920.0,-279.47,195.91,1840.0,31/12/2021,EQTL3
12,151.86,-6050.0,4890.0,-1010.0,30/09/2021,EQTL3
13,190.47,-3250.0,2280.0,-781.5,30/06/2021,EQTL3
14,-117.15,-2410.0,2100.0,-426.94,31/03/2021,EQTL3
15,902.05,55.22,756.73,1710.0,31/12/2020,EQTL3
16,328.88,865.9,-923.31,271.48,30/09/2020,EQTL3
17,964.93,-1970.0,-84.97,-1090.0,30/06/2020,EQTL3
18,1810.0,1370.0,-491.41,2690.0,31/03/2020,EQTL3
19,142.58,1480.0,-151.24,1470.0,31/12/2019,EQTL3
20,146.51,-4220.0,1580.0,-2490.0,30/09/2019,EQTL3
21,146.51,-4220.0,1580.0,-2490.0,30/06/2019,EQTL3
22,-67.81,-210.85,525.98,247.31,31/03/2019,EQTL3
23,-67.81,-210.85,525.98,247.31,31/12/2018,EQTL3
24,-67.81,-210.85,525.98,247.31,30/09/2018,EQTL3
25,1110.0,-1480.0,365.98,-9.62,30/06/2018,EQTL3
26,345.3,-299.2,268.67,314.76,31/03/2018,EQTL3
27,140.82,-361.79,560.02,339.06,31/12/2017,EQTL3
28,247.32,-241.86,-78.14,-72.68,30/09/2017,EQTL3
29,351.63,1050.0,1840.0,3240.0,30/06/2017,EQTL3
30,435.53,-375.16,-28.78,31.59,31/03/2017,EQTL3
31,37.98,-149.81,64.71,-47.12,31/12/2016,EQTL3
32,231.97,103.5,-312.41,23.07,30/09/2016,EQTL3
33,387.73,-706.89,824.04,504.87,30/06/2016,EQTL3
34,254.6,-29.69,-227.09,-2.18,31/03/2016,EQTL3
35,45.02,-51.92,20.95,14.04,31/12/2015,EQTL3
36,180.36,-155.93,-18.26,6.18,30/09/2015,EQTL3
37,473.35,-399.68,-127.76,-54.09,30/06/2015,EQTL3
38,386.6,-359.61,140.0,166.99,31/03/2015,EQTL3
39,216.99,-284.1,-16.39,-83.51,31/12/2014,EQTL3
40,120.77,79.81,-112.2,88.38,30/09/2014,EQTL3
41,150.91,-339.39,45.34,-143.14,30/06/2014,EQTL3
42,-172.9,175.21,186.66,188.96,31/03/2014,EQTL3
43,-76.03,149.07,-79.9,-6.86,31/12/2013,EQTL3
44,-43.04,121.04,44.79,122.8,30/09/2013,EQTL3
45,163.27,-257.18,76.21,-17.7,30/06/2013,EQTL3
46,190.26,-142.19,-88.87,-40.8,31/03/2013,EQTL3
47,-353.12,498.22,8.38,153.48,31/12/2012,EQTL3
48,-368.78,-1110.0,1530.0,52.7,30/09/2012,EQTL3
49,15.81,7.06,-50.45,-27.58,30/06/2012,EQTL3
50,116.97,-394.17,246.41,-30.79,31/03/2012,EQTL3
51,36.72,-35.13,-103.43,-101.84,31/12/2011,EQTL3
52,36.72,-35.13,-103.43,-101.84,30/09/2011,EQTL3
53,-16.36,-230.3,270.77,24.11,30/06/2011,EQTL3
54,107.85,-48.85,-270.64,-211.64,31/03/2011,EQTL3
0,-12.62,-59.03,72.37,,30/09/2024,EZTC3
1,-12.62,-59.03,72.37,,30/06/2024,EZTC3
2,47.0,-51.58,-39.89,-44.48,31/03/2024,EZTC3
3,47.0,-51.58,-39.89,-44.48,31/12/2023,EZTC3
4,47.0,-51.58,-39.89,-44.48,30/09/2023,EZTC3
5,-12.77,40.95,4.45,32.63,30/06/2023,EZTC3
6,-61.28,5.54,59.84,4.11,31/03/2023,EZTC3
7,-123.79,34.89,90.56,1.66,31/12/2022,EZTC3
8,-30.76,-16.21,38.68,-8.29,30/09/2022,EZTC3
9,-150.95,141.0,17.1,7.16,30/06/2022,EZTC3
10,-131.83,86.32,20.74,-24.77,31/03/2022,EZTC3
11,-99.46,-160.36,265.02,5.2,31/12/2021,EZTC3
12,32.58,63.88,-99.65,-3.2,30/09/2021,EZTC3
13,-80.18,143.87,-80.14,-16.45,30/06/2021,EZTC3
14,47.53,-29.67,-16.61,1.25,31/03/2021,EZTC3
15,52.74,63.99,-96.79,19.95,31/12/2020,EZTC3
16,-11.11,-10.6,1.66,-20.04,30/09/2020,EZTC3
17,-133.08,-42.67,-65.85,-241.6,30/06/2020,EZTC3
18,,248.02,6.99,254.38,31/03/2020,EZTC3
19,96.48,-66.57,,30.42,31/12/2019,EZTC3
20,-22.45,10.28,-28.57,-40.73,30/09/2019,EZTC3
21,-39.71,52.07,-66.56,-54.2,30/06/2019,EZTC3
22,58.3,-886.41,930.97,102.86,31/03/2019,EZTC3
23,54.79,-53.79,-1.82,,31/12/2018,EZTC3
24,10.38,2.31,-15.01,-2.31,30/09/2018,EZTC3
25,64.16,-40.28,-13.35,10.53,30/06/2018,EZTC3
26,,112.33,-109.56,3.58,31/03/2018,EZTC3
27,20.87,-27.39,-20.99,-27.51,31/12/2017,EZTC3
28,53.8,-7.27,-74.62,-28.1,30/09/2017,EZTC3
29,-39.62,543.45,-489.12,14.7,30/06/2017,EZTC3
30,708.95,-494.44,-228.79,-14.28,31/03/2017,EZTC3
31,45.35,-68.48,-5.87,-29.01,31/12/2016,EZTC3
32,38.08,-75.52,31.75,-5.7,30/09/2016,EZTC3
33,38.08,-75.52,31.75,-5.7,30/06/2016,EZTC3
34,38.08,-75.52,31.75,-5.7,31/03/2016,EZTC3
35,82.61,24.74,-101.99,5.36,31/12/2015,EZTC3
36,60.69,-49.33,-4.82,6.54,30/09/2015,EZTC3
37,-60.95,3.95,62.42,5.41,30/06/2015,EZTC3
38,-495.9,110.84,378.21,-6.85,31/03/2015,EZTC3
39,37.16,-82.21,12.11,-32.94,31/12/2014,EZTC3
40,593.75,-227.22,-381.72,-15.19,30/09/2014,EZTC3
41,-21.09,196.24,-100.65,74.5,30/06/2014,EZTC3
42,-1.29,-51.42,55.43,2.72,31/03/2014,EZTC3
43,23.02,-78.29,55.05,,31/12/2013,EZTC3
44,4.0,-68.45,53.05,-11.41,30/09/2013,EZTC3
45,-66.26,75.41,18.14,27.28,30/06/2013,EZTC3
46,19.5,-89.14,61.09,-8.56,31/03/2013,EZTC3
47,38.54,-71.42,31.18,-1.7,31/12/2012,EZTC3
48,31.82,-24.51,,7.31,30/09/2012,EZTC3
49,3.47,-11.58,3.17,-4.94,30/06/2012,EZTC3
50,-9.79,43.04,-69.36,-36.11,31/03/2012,EZTC3
51,-25.34,-106.88,68.11,-64.11,31/12/2011,EZTC3
52,17.42,,-11.98,5.53,30/09/2011,EZTC3
53,17.42,,-11.98,5.53,30/06/2011,EZTC3
54,17.42,,-11.98,5.53,31/03/2011,EZTC3
0,558.69,-395.61,-160.85,2.22,30/09/2024,FLRY3
1,558.69,-395.61,-160.85,2.22,30/06/2024,FLRY3
2,558.69,-395.61,-160.85,2.22,31/03/2024,FLRY3
3,558.69,-395.61,-160.85,2.22,31/12/2023,FLRY3
4,480.8,-193.9,-304.3,-17.4,30/09/2023,FLRY3
5,480.8,-193.9,-304.3,-17.4,30/06/2023,FLRY3
6,480.8,-193.9,-304.3,-17.4,31/03/2023,FLRY3
7,322.44,410.56,-711.36,21.64,31/12/2022,FLRY3
8,212.14,-66.99,-152.54,-7.39,30/09/2022,FLRY3
9,275.44,-676.8,409.73,8.37,30/06/2022,FLRY3
10,349.23,-234.7,-126.28,-11.76,31/03/2022,FLRY3
11,299.75,-654.75,361.92,6.93,31/12/2021,FLRY3
12,62.72,181.77,-264.5,-20.01,30/09/2021,FLRY3
13,277.26,26.01,-295.47,7.79,30/06/2021,FLRY3
14,255.48,-761.36,496.38,-9.5,31/03/2021,FLRY3
15,286.7,226.12,-490.97,21.85,31/12/2020,FLRY3
16,199.23,-82.13,-131.7,-14.6,30/09/2020,FLRY3
17,274.35,23.92,-288.72,9.55,30/06/2020,FLRY3
18,175.98,-123.83,-53.12,,31/03/2020,FLRY3
19,65.46,-382.79,317.52,,31/12/2019,FLRY3
20,131.35,-24.48,-96.42,10.45,30/09/2019,FLRY3
21,204.7,-568.72,366.52,2.5,30/06/2019,FLRY3
22,254.43,-205.17,-51.76,-2.49,31/03/2019,FLRY3
23,164.93,125.43,-287.41,2.95,31/12/2018,FLRY3
24,108.26,105.82,-263.3,-49.22,30/09/2018,FLRY3
25,212.15,-150.69,-136.56,-75.1,30/06/2018,FLRY3
26,173.51,-192.61,-72.83,-91.94,31/03/2018,FLRY3
27,211.92,-451.31,270.17,30.78,31/12/2017,FLRY3
28,103.91,-11.12,-238.65,-145.86,30/09/2017,FLRY3
29,111.76,-273.81,186.41,24.35,30/06/2017,FLRY3
30,170.55,-79.74,-45.71,45.1,31/03/2017,FLRY3
31,161.39,-136.49,-14.61,10.29,31/12/2016,FLRY3
32,85.91,-30.92,-111.22,-56.23,30/09/2016,FLRY3
33,124.82,32.94,-563.87,-406.11,30/06/2016,FLRY3
34,152.6,-32.93,-43.92,75.75,31/03/2016,FLRY3
35,162.45,-35.14,-24.87,102.44,31/12/2015,FLRY3
36,74.0,-30.83,-16.31,26.86,30/09/2015,FLRY3
37,118.9,-51.78,-59.65,7.47,30/06/2015,FLRY3
38,129.3,-31.37,-25.14,72.79,31/03/2015,FLRY3
39,114.43,-22.8,-18.26,73.37,31/12/2014,FLRY3
40,6.3,-22.44,-18.18,-34.32,30/09/2014,FLRY3
41,86.79,-40.8,-59.47,-13.48,30/06/2014,FLRY3
42,77.52,-26.03,-14.55,36.94,31/03/2014,FLRY3
43,91.71,-20.0,-112.13,-40.42,31/12/2013,FLRY3
44,29.68,-33.64,-13.75,-17.71,30/09/2013,FLRY3
45,76.48,-64.13,-55.57,-43.22,30/06/2013,FLRY3
46,42.5,-28.56,-66.2,-52.26,31/03/2013,FLRY3
47,51.84,-24.99,-66.97,-40.13,31/12/2012,FLRY3
48,38.76,-46.95,502.94,494.75,30/09/2012,FLRY3
49,18.2,-33.44,-42.7,-57.94,30/06/2012,FLRY3
50,61.63,-43.26,-15.5,2.88,31/03/2012,FLRY3
51,74.0,-42.36,-47.32,-15.68,31/12/2011,FLRY3
52,13.22,-252.32,4.63,-234.47,30/09/2011,FLRY3
53,13.83,-50.38,434.49,397.93,30/06/2011,FLRY3
54,24.03,-476.71,-24.54,-477.22,31/03/2011,FLRY3
0,5830.0,-1720.0,-838.19,3180.0,30/09/2024,GGBR4
1,5830.0,-1720.0,-838.19,3180.0,30/06/2024,GGBR4
2,5830.0,-1720.0,-838.19,3180.0,31/03/2024,GGBR4
3,831.29,362.64,-516.07,737.48,31/12/2023,GGBR4
4,3610.0,-1970.0,-928.09,91.12,30/09/2023,GGBR4
5,3610.0,-1970.0,-928.09,91.12,30/06/2023,GGBR4
6,2340.0,-1510.0,-531.85,358.49,31/03/2023,GGBR4
7,3220.0,-1210.0,-1950.0,-25.84,31/12/2022,GGBR4
8,1960.0,-1070.0,-719.4,106.02,30/09/2022,GGBR4
9,3250.0,-1140.0,-1930.0,408.9,30/06/2022,GGBR4
10,3860.0,-975.2,-2590.0,881.59,31/03/2022,GGBR4
11,2320.0,-615.8,-314.52,734.51,31/12/2021,GGBR4
12,7820.0,-1100.0,-6540.0,184.58,30/09/2021,GGBR4
13,2580.0,-827.57,-895.12,949.85,30/06/2021,GGBR4
14,550.36,-597.47,-959.43,-1220.0,31/03/2021,GGBR4
15,1570.0,-471.57,-1590.0,-375.33,31/12/2020,GGBR4
16,2590.0,-1060.0,-882.97,446.08,30/09/2020,GGBR4
17,2590.0,-1060.0,-882.97,446.08,30/06/2020,GGBR4
18,166.36,-278.98,214.69,247.81,31/03/2020,GGBR4
19,1160.0,-549.52,195.16,1170.0,31/12/2019,GGBR4
20,1160.0,-549.52,195.16,1170.0,30/09/2019,GGBR4
21,-217.37,-499.99,1080.0,350.24,30/06/2019,GGBR4
22,1630.0,-560.73,-579.13,540.56,31/03/2019,GGBR4
23,618.18,-538.96,-272.05,-190.91,31/12/2018,GGBR4
24,-388.45,-299.78,-238.27,-948.38,30/09/2018,GGBR4
25,1720.0,1480.0,-3000.0,94.95,30/06/2018,GGBR4
26,453.09,286.01,-734.5,262.24,31/03/2018,GGBR4
27,-204.06,111.29,-28.77,-179.89,31/12/2017,GGBR4
28,2290.0,-279.27,-2850.0,-707.66,30/09/2017,GGBR4
29,-230.95,-44.6,-634.92,-1040.0,30/06/2017,GGBR4
30,-19.62,-159.47,-109.61,-170.69,31/03/2017,GGBR4
31,36.4,-52.15,-457.37,-587.26,31/12/2016,GGBR4
32,1680.0,-32.71,-506.37,1110.0,30/09/2016,GGBR4
33,364.11,-186.27,-72.24,139.2,30/06/2016,GGBR4
34,543.71,-337.98,-736.17,-920.6,31/03/2016,GGBR4
35,929.12,-512.28,-1020.0,-918.06,31/12/2015,GGBR4
36,1950.0,-538.19,-843.07,457.55,30/09/2015,GGBR4
37,2980.0,-534.88,-1700.0,1400.0,30/06/2015,GGBR4
38,1280.0,-676.05,-216.49,194.36,31/03/2015,GGBR4
39,944.0,-672.54,-79.69,546.19,31/12/2014,GGBR4
40,617.99,194.85,-813.59,177.88,30/09/2014,GGBR4
41,671.55,-390.98,-190.22,244.03,30/06/2014,GGBR4
42,1110.0,-421.48,82.33,757.16,31/03/2014,GGBR4
43,166.97,-723.11,398.06,-228.33,31/12/2013,GGBR4
44,890.67,-656.6,-153.47,133.77,30/09/2013,GGBR4
45,1830.0,-812.73,-279.78,726.26,30/06/2013,GGBR4
46,906.87,-725.54,-52.91,179.78,31/03/2013,GGBR4
47,465.98,-508.69,-318.37,-377.82,31/12/2012,GGBR4
48,1170.0,-733.17,-667.67,-228.33,30/09/2012,GGBR4
49,1310.0,-890.03,-432.78,1.49,30/06/2012,GGBR4
50,1050.0,-985.81,153.44,305.32,31/03/2012,GGBR4
51,815.37,-829.02,-89.29,-117.85,31/12/2011,GGBR4
