,capex_tres_meses,fluxo_caixa_livre_tres_meses,capex_doze_meses,fluxo_caixa_livre_doze_meses,datas,tic
7,-59.55,-263.9,-311.7,-363.26,31/12/2023,ONCO3
8,-116.89,106.66,-313.66,-29.15,30/09/2023,ONCO3
9,-91.0,84.99,-327.03,-248.65,30/06/2023,ONCO3
10,-44.27,-291.01,-295.84,-642.24,31/03/2023,ONCO3
11,-61.51,70.22,-300.18,-571.82,31/12/2022,ONCO3
12,-130.25,-112.84,-349.03,-726.69,30/09/2022,ONCO3
13,-59.81,-308.6,-255.25,-579.36,30/06/2022,ONCO3
14,-48.6,-220.6,-216.5,-401.37,31/03/2022,ONCO3
15,-110.37,-84.65,-188.45,-197.73,31/12/2021,ONCO3
16,-36.47,34.48,-165.08,-225.77,30/09/2021,ONCO3
17,-21.06,-130.6,-137.13,-216.05,30/06/2021,ONCO3
18,-20.55,-16.96,-132.73,-16.89,31/03/2021,ONCO3
19,,,-204.8,-107.24,31/12/2020,ONCO3
0,-61.0,323.0,-481.0,918.0,30/09/2025,PCAR3
1,-118.0,206.0,-590.0,751.0,30/06/2025,PCAR3
2,-157.0,-605.0,-365.0,844.0,31/03/2025,PCAR3
3,-145.0,994.0,-328.0,1040.0,31/12/2024,PCAR3
4,-170.0,156.0,-254.0,1130.0,30/09/2024,PCAR3
5,107.0,299.0,185.0,1130.0,30/06/2024,PCAR3
6,-120.0,-414.0,129.0,1830.0,31/03/2024,PCAR3
7,-71.0,1090.0,-138.0,425.0,31/12/2023,PCAR3
8,269.0,154.0,748.0,3150.0,30/09/2023,PCAR3
9,51.0,996.0,1960.0,4290.0,30/06/2023,PCAR3
10,-387.0,-1820.0,2130.0,4310.0,31/03/2023,PCAR3
11,815.0,3820.0,3160.0,2950.0,31/12/2022,PCAR3
12,1480.0,1290.0,3160.0,4450.0,30/09/2022,PCAR3
13,225.0,1010.0,1620.0,3210.0,30/06/2022,PCAR3
14,643.0,-3180.0,1180.0,3590.0,31/03/2022,PCAR3
15,811.0,5330.0,280.0,3010.0,31/12/2021,PCAR3
16,-64.0,52.0,-744.0,3460.0,30/09/2021,PCAR3
17,-208.0,1390.0,-535.0,3750.0,30/06/2021,PCAR3
18,-259.0,-3760.0,-153.0,4930.0,31/03/2021,PCAR3
19,-213.0,5780.0,-516.0,4230.0,31/12/2020,PCAR3
20,145.0,339.0,-632.0,2970.0,30/09/2020,PCAR3
21,174.0,2570.0,-1410.0,2230.0,30/06/2020,PCAR3
22,-622.0,-4460.0,-2080.0,-169.0,31/03/2020,PCAR3
23,-329.0,4550.0,-1950.0,-816.0,31/12/2019,PCAR3
24,-637.0,-409.0,-1920.0,-489.0,30/09/2019,PCAR3
25,-490.0,143.0,-1720.0,-1080.0,30/06/2019,PCAR3
26,-495.0,-5100.0,-1510.0,1340.0,31/03/2019,PCAR3
27,-298.0,6130.0,-1360.0,1220.0,31/12/2018,PCAR3
28,-435.0,-1390.0,-1460.0,832.0,30/09/2018,PCAR3
29,-283.0,2170.0,-1460.0,1310.0,30/06/2018,PCAR3
30,-347.0,-5700.0,-1370.0,288.0,31/03/2018,PCAR3
31,-399.0,5740.0,-1280.0,614.0,31/12/2017,PCAR3
32,-426.0,-909.0,-1280.0,252.0,30/09/2017,PCAR3
33,-193.0,1150.0,-1280.0,1540.0,30/06/2017,PCAR3
34,-263.0,-5370.0,-1200.0,363.0,31/03/2017,PCAR3
35,-398.0,5380.0,-1210.0,-2510.0,31/12/2016,PCAR3
36,-421.0,383.0,-1200.0,-368.0,30/09/2016,PCAR3
37,-120.0,-30.0,-1170.0,-1970.0,30/06/2016,PCAR3
38,-271.0,-8250.0,-1390.0,-84.0,31/03/2016,PCAR3
39,-386.0,7530.0,-1500.0,3130.0,31/12/2015,PCAR3
40,-392.0,-1220.0,-1580.0,124.0,30/09/2015,PCAR3
41,-338.0,1850.0,-1570.0,1730.0,30/06/2015,PCAR3
42,-383.0,-5030.0,-1480.0,708.0,31/03/2015,PCAR3
43,-470.3,4500.0,-1320.0,3700.0,31/12/2014,PCAR3
44,-373.7,395.43,-1420.0,2710.0,30/09/2014,PCAR3
45,-253.03,837.98,-1410.0,2160.0,30/06/2014,PCAR3
46,-223.97,-2040.0,-1610.0,1750.0,31/03/2014,PCAR3
47,-569.23,3510.0,-1660.0,3240.0,31/12/2013,PCAR3
48,-362.56,-154.75,-1600.0,3870.0,30/09/2013,PCAR3
49,-456.12,430.45,-1520.0,4330.0,30/06/2013,PCAR3
50,-267.92,-552.3,-1380.0,4200.0,31/03/2013,PCAR3
51,-516.47,4150.0,-1310.0,3990.0,31/12/2012,PCAR3
52,-272.63,302.32,-1160.0,779.57,30/09/2012,PCAR3
53,-319.6,303.36,-1280.0,219.29,30/06/2012,PCAR3
54,-200.25,-762.6,-1180.0,1840.0,31/03/2012,PCAR3
55,-362.73,936.49,-1260.0,-134.58,31/12/2011,PCAR3
56,-397.2,-257.96,-1440.0,-977.01,30/09/2011,PCAR3
57,-216.04,928.0,-1370.0,-729.78,30/06/2011,PCAR3
58,-286.66,-1740.0,-1360.0,-1880.0,31/03/2011,PCAR3
0,-26630.0,27030.0,-99010.0,94080.0,30/09/2025,PETR3
1,-23170.0,19250.0,-97010.0,105130.0,30/06/2025,PETR3
2,-23300.0,26040.0,-89100.0,117790.0,31/03/2025,PETR3
3,-25910.0,21760.0,-79860.0,124180.0,31/12/2024,PETR3
4,-24640.0,38080.0,-71740.0,142290.0,30/09/2024,PETR3
5,-15260.0,31910.0,-62640.0,145190.0,30/06/2024,PETR3
6,-14050.0,32430.0,-61770.0,146650.0,31/03/2024,PETR3
7,-17790.0,39860.0,-60320.0,155380.0,31/12/2023,PETR3
8,-15540.0,40990.0,-61230.0,164380.0,30/09/2023,PETR3
9,-14390.0,33360.0,-55920.0,176380.0,30/06/2023,PETR3
10,-12590.0,41170.0,-49910.0,206440.0,31/03/2023,PETR3
11,-18710.0,48870.0,-49660.0,205750.0,31/12/2022,PETR3
12,-10230.0,52980.0,-40350.0,198880.0,30/09/2022,PETR3
13,-8380.0,63420.0,-37980.0,193140.0,30/06/2022,PETR3
14,-12340.0,40490.0,-37490.0,178390.0,31/03/2022,PETR3
15,-9410.0,41990.0,-34130.0,168990.0,31/12/2021,PETR3
16,-7860.0,47240.0,-32180.0,157250.0,30/09/2021,PETR3
17,-7890.0,48670.0,-30290.0,150150.0,30/06/2021,PETR3
18,-8980.0,31090.0,-30610.0,122570.0,31/03/2021,PETR3
19,-7460.0,30250.0,-29970.0,118130.0,31/12/2020,PETR3
20,-5960.0,40140.0,-35510.0,105590.0,30/09/2020,PETR3
21,-8220.0,21100.0,-36600.0,91220.0,30/06/2020,PETR3
22,-8340.0,26650.0,-36410.0,82600.0,31/03/2020,PETR3
23,-12990.0,17700.0,-34010.0,67760.0,31/12/2019,PETR3
24,-7060.0,25770.0,-31330.0,65850.0,30/09/2019,PETR3
25,-7890.0,12610.0,-38100.0,48180.0,30/06/2019,PETR3
26,-6070.0,11680.0,-40140.0,51240.0,31/03/2019,PETR3
27,-10030.0,16079.999999999998,-43990.0,51860.0,31/12/2018,PETR3
28,-13940.0,7990.0,-47460.0,41840.0,30/09/2018,PETR3
29,-10100.0,15490.0,-42960.0,48450.0,30/06/2018,PETR3
30,-9920.0,12300.0,-43510.0,41950.0,31/03/2018,PETR3
31,-13500.0,6070.0,-43610.0,42850.0,31/12/2017,PETR3
32,-9430.0,14590.0,-42690.0,47790.0,30/09/2017,PETR3
33,-10660.0,9000.0,-43450.0,49720.0,30/06/2017,PETR3
34,-10020.0,13200.0,-44640.0,50990.0,31/03/2017,PETR3
35,-12580.0,11170.0,-49290.0,40420.0,31/12/2016,PETR3
36,-10190.0,16520.0,-54920.0,36320.0,30/09/2016,PETR3
37,-11850.0,10100.0,-62760.0,23580.0,30/06/2016,PETR3
38,-14670.0,2630.0,-68480.0,18810.0,31/03/2016,PETR3
39,-18210.0,7070.0,-71310.0,15100.0,31/12/2015,PETR3
40,-18040.0,3780.0,-75040.0,1070.0,30/09/2015,PETR3
41,-17560.0,5330.0,-77150.0,696.0,30/06/2015,PETR3
42,-17510.0,-1080.0,-78730.0,-9480.0,31/03/2015,PETR3
43,-21930.0,-6960.0,-81910.0,-19670.0,31/12/2014,PETR3
44,-20150.0,3410.0,-91940.0,-33900.0,30/09/2014,PETR3
45,-19140.0,-4840.0,-96140.0,-47300.0,30/06/2014,PETR3
46,-20690.0,-11270.0,-100170.0,-49420.0,31/03/2014,PETR3
47,,,-97920.0,-41720.0,31/12/2013,PETR3
48,,,,,30/09/2013,PETR3
49,,,,,30/06/2013,PETR3
50,,,,,31/03/2013,PETR3
51,,,,,31/12/2012,PETR3
52,,,,,30/09/2012,PETR3
53,,,,,30/06/2012,PETR3
54,,,,,31/03/2012,PETR3
55,,,,,31/12/2011,PETR3
56,,,,,30/09/2011,PETR3
57,,,,,30/06/2011,PETR3
58,,,,,31/03/2011,PETR3
0,-26630.0,27030.0,-99010.0,94080.0,30/09/2025,PETR4
1,-23170.0,19250.0,-97010.0,105130.0,30/06/2025,PETR4
2,-23300.0,26040.0,-89100.0,117790.0,31/03/2025,PETR4
3,-25910.0,21760.0,-79860.0,124180.0,31/12/2024,PETR4
4,-24640.0,38080.0,-71740.0,142290.0,30/09/2024,PETR4
5,-15260.0,31910.0,-62640.0,145190.0,30/06/2024,PETR4
6,-14050.0,32430.0,-61770.0,146650.0,31/03/2024,PETR4
7,-17790.0,39860.0,-60320.0,155380.0,31/12/2023,PETR4
8,-15540.0,40990.0,-61230.0,164380.0,30/09/2023,PETR4
9,-14390.0,33360.0,-55920.0,176380.0,30/06/2023,PETR4
10,-12590.0,41170.0,-49910.0,206440.0,31/03/2023,PETR4
11,-18710.0,48870.0,-49660.0,205750.0,31/12/2022,PETR4
12,-10230.0,52980.0,-40350.0,198880.0,30/09/2022,PETR4
13,-8380.0,63420.0,-37980.0,193140.0,30/06/2022,PETR4
14,-12340.0,40490.0,-37490.0,178390.0,31/03/2022,PETR4
15,-9410.0,41990.0,-34130.0,168990.0,31/12/2021,PETR4
16,-7860.0,47240.0,-32180.0,157250.0,30/09/2021,PETR4
17,-7890.0,48670.0,-30290.0,150150.0,30/06/2021,PETR4
18,-8980.0,31090.0,-30610.0,122570.0,31/03/2021,PETR4
19,-7460.0,30250.0,-29970.0,118130.0,31/12/2020,PETR4
20,-5960.0,40140.0,-35510.0,105590.0,30/09/2020,PETR4
21,-8220.0,21100.0,-36600.0,91220.0,30/06/2020,PETR4
22,-8340.0,26650.0,-36410.0,82600.0,31/03/2020,PETR4
23,-12990.0,17700.0,-34010.0,67760.0,31/12/2019,PETR4
24,-7060.0,25770.0,-31330.0,65850.0,30/09/2019,PETR4
25,-7890.0,12610.0,-38100.0,48180.0,30/06/2019,PETR4
26,-6070.0,11680.0,-40140.0,51240.0,31/03/2019,PETR4
27,-10030.0,16079.999999999998,-43990.0,51860.0,31/12/2018,PETR4
28,-13940.0,7990.0,-47460.0,41840.0,30/09/2018,PETR4
29,-10100.0,15490.0,-42960.0,48450.0,30/06/2018,PETR4
30,-9920.0,12300.0,-43510.0,41950.0,31/03/2018,PETR4
31,-13500.0,6070.0,-43610.0,42850.0,31/12/2017,PETR4
32,-9430.0,14590.0,-42690.0,47790.0,30/09/2017,PETR4
33,-10660.0,9000.0,-43450.0,49720.0,30/06/2017,PETR4
34,-10020.0,13200.0,-44640.0,50990.0,31/03/2017,PETR4
35,-12580.0,11170.0,-49290.0,40420.0,31/12/2016,PETR4
36,-10190.0,16520.0,-54920.0,36320.0,30/09/2016,PETR4
37,-11850.0,10100.0,-62760.0,23580.0,30/06/2016,PETR4
38,-14670.0,2630.0,-68480.0,18810.0,31/03/2016,PETR4
39,-18210.0,7070.0,-71310.0,15100.0,31/12/2015,PETR4
40,-18040.0,3780.0,-75040.0,1070.0,30/09/2015,PETR4
41,-17560.0,5330.0,-77150.0,696.0,30/06/2015,PETR4
42,-17510.0,-1080.0,-78730.0,-9480.0,31/03/2015,PETR4
43,-21930.0,-6960.0,-81910.0,-19670.0,31/12/2014,PETR4
44,-20150.0,3410.0,-91940.0,-33900.0,30/09/2014,PETR4
45,-19140.0,-4840.0,-96140.0,-47300.0,30/06/2014,PETR4
46,-20690.0,-11270.0,-100170.0,-49420.0,31/03/2014,PETR4
47,,,-97920.0,-41720.0,31/12/2013,PETR4
48,,,,,30/09/2013,PETR4
49,,,,,30/06/2013,PETR4
50,,,,,31/03/2013,PETR4
51,,,,,31/12/2012,PETR4
52,,,,,30/09/2012,PETR4
53,,,,,30/06/2012,PETR4
54,,,,,31/03/2012,PETR4
55,,,,,31/12/2011,PETR4
56,,,,,30/09/2011,PETR4
57,,,,,30/06/2011,PETR4
58,,,,,31/03/2011,PETR4
0,-34.98,196.97,-140.84,386.13,30/09/2025,PETZ3
1,-28.71,82.21,-145.24,306.05,30/06/2025,PETZ3
2,-33.77,42.44,-155.86,287.42,31/03/2025,PETZ3
3,-43.38,64.5,-164.4,296.14,31/12/2024,PETZ3
4,-39.39,116.9,-186.35,252.85,30/09/2024,PETZ3
5,-39.33,63.58,-200.22,226.87,30/06/2024,PETZ3
6,-42.3,51.16,-215.12,224.07,31/03/2024,PETZ3
7,-65.33,21.21,-236.79,192.31,31/12/2023,PETZ3
8,-53.26,90.92,-291.41,163.6,30/09/2023,PETZ3
9,-54.23,60.78,-342.07,34.21,30/06/2023,PETZ3
10,-63.97,19.4,-369.77,-62.08,31/03/2023,PETZ3
11,-119.95,-7.5,-382.54,-179.75,31/12/2022,PETZ3
12,-103.92,-38.46,-361.38,-231.87,30/09/2022,PETZ3
13,-81.93,-35.51,-431.0,-240.91,30/06/2022,PETZ3
14,-76.75,-98.27,-349.07,-205.4,31/03/2022,PETZ3
15,-98.79,-59.61,-272.32,-107.13,31/12/2021,PETZ3
16,-173.53,-47.51,270.23,396.24,30/09/2021,PETZ3
17,-61.31,-24.06,-225.79,-31.6,30/06/2021,PETZ3
18,-46.79,-24.33,-191.88,-16.16,31/03/2021,PETZ3
19,-61.45,4.04,-176.59,11.6,31/12/2020,PETZ3
20,-115.14,7.56,-100.94,64.55,30/09/2020,PETZ3
21,,,,,30/06/2020,PETZ3
22,,,,,31/03/2020,PETZ3
23,,,-134.58,,31/12/2019,PETZ3
0,-7.72,109.84,-20.8,477.7,30/09/2025,POSI3
1,-3.0,262.53,-19.29,307.64,30/06/2025,POSI3
2,-3.11,-54.99,-21.2,372.75,31/03/2025,POSI3
3,-6.98,160.32,-20.89,508.19,31/12/2024,POSI3
4,-6.21,-60.22,-23.73,453.69,30/09/2024,POSI3
5,-4.9,327.64,-21.11,615.26,30/06/2024,POSI3
6,-2.8,80.46,-37.54,345.14,31/03/2024,POSI3
7,-9.82,105.82,-49.23,491.51,31/12/2023,POSI3
8,-3.59,101.34,-43.84,416.78,30/09/2023,POSI3
9,-21.33,57.52,-45.92,349.57,30/06/2023,POSI3
10,-14.49,226.83,-39.78,-19.77,31/03/2023,POSI3
11,-4.43,31.09,-35.29,-365.26,31/12/2022,POSI3
12,-5.67,34.13,-33.81,-525.16,30/09/2022,POSI3
13,-15.2,-319.01,-36.43,-555.94,30/06/2022,POSI3
14,-9.99,-111.48,-32.61,-252.73,31/03/2022,POSI3
15,-2.95,-128.81,-27.48,-173.23,31/12/2021,POSI3
16,-8.29,3.34,-27.94,-105.23,30/09/2021,POSI3
17,-11.38,-15.79,-20.81,-124.64,30/06/2021,POSI3
18,-4.86,-31.97,-10.8,-20.54,31/03/2021,POSI3
19,-3.41,-44.81,-9.19,-232.84,31/12/2020,POSI3
20,-1.16,-24.92,-6.37,-193.93,30/09/2020,POSI3
21,-1.37,84.31,-6.44,-150.07,30/06/2020,POSI3
22,-3.25,-247.41,-6.4,-262.67,31/03/2020,POSI3
23,,-5.9,-5.08,-8.75,31/12/2019,POSI3
24,2.15,22.33,-5.25,42.18,30/09/2019,POSI3
25,-3.03,-30.0,-8.39,-5.53,30/06/2019,POSI3
26,-3.61,4.83,-6.73,22.04,31/03/2019,POSI3
27,,45.03,-4.28,-68.85,31/12/2018,POSI3
28,,-25.39,-6.59,-44.63,30/09/2018,POSI3
29,-1.37,-2.43,-11.92,-21.05,30/06/2018,POSI3
30,-1.17,-86.06,-15.87,20.73,31/03/2018,POSI3
31,-3.06,69.24,-15.76,96.82,31/12/2017,POSI3
32,-6.32,-1.81,-13.74,14.32,30/09/2017,POSI3
33,-5.32,39.35,-9.62,42.1,30/06/2017,POSI3
34,-1.05,-9.96,-8.97,37.03,31/03/2017,POSI3
35,-1.04,-13.26,-9.98,59.0,31/12/2016,POSI3
36,-2.2,25.98,-16.71,185.67,30/09/2016,POSI3
37,-4.68,29.99,-18.44,131.61,30/06/2016,POSI3
38,-2.06,16.29,-15.93,38.01,31/03/2016,POSI3
39,-7.78,113.41,-15.49,65.21,31/12/2015,POSI3
40,-3.92,-28.08,-8.14,-28.52,30/09/2015,POSI3
41,-2.18,-63.61,-7.18,122.95,30/06/2015,POSI3
42,-1.61,43.48,-7.62,181.75,31/03/2015,POSI3
43,,7.53,-6.71,159.92,31/12/2014,POSI3
44,-2.96,127.43,-7.26,66.7,30/09/2014,POSI3
45,-2.62,-1.7,-5.62,-95.25,30/06/2014,POSI3
46,,26.66,-5.04,-21.81,31/03/2014,POSI3
47,,-85.69,-5.23,38.66,31/12/2013,POSI3
48,-1.32,-34.53,-13.49,69.48,30/09/2013,POSI3
49,-2.04,71.74,-19.09,-20.9,30/06/2013,POSI3
50,,87.14,-24.78,-145.15,31/03/2013,POSI3
51,-4.37,-55.93,-28.28,-68.24,31/12/2012,POSI3
52,-7.38,-142.89,-32.14,-110.29,30/09/2012,POSI3
53,-11.14,-36.79,-30.74,117.08,30/06/2012,POSI3
54,-5.4,167.37,-20.99,207.38,31/03/2012,POSI3
55,-8.23,-97.98,-23.41,167.28,31/12/2011,POSI3
56,-8.7,81.76,-21.47,240.87,30/09/2011,POSI3
57,,57.5,-18.2,111.87,30/06/2011,POSI3
58,-5.62,126.0,-24.36,76.54,31/03/2011,POSI3
0,-10.61,-439.7,62.9,2080.0,30/09/2025,PSSA3
1,-17.31,482.06,188.79,2540.0,30/06/2025,PSSA3
2,-11.68,98.17,337.9,2170.0,31/03/2025,PSSA3
3,102.5,1940.0,516.3,2930.0,31/12/2024,PSSA3
4,115.28,21.57,498.96,-1310.0,30/09/2024,PSSA3
5,131.8,112.48,504.9,1520.0,30/06/2024,PSSA3
6,166.72,857.67,720.27,2720.0,31/03/2024,PSSA3
7,85.16,-2300.0,644.61,714.37,31/12/2023,PSSA3
8,121.22,2850.0,547.77,4720.0,30/09/2023,PSSA3
9,347.18,1310.0,390.61,942.13,30/06/2023,PSSA3
10,91.05,-1150.0,112.01,1250.0,31/03/2023,PSSA3
11,-11.68,1710.0,-111.09,2740.0,31/12/2022,PSSA3
12,-35.94,-1270.0,-420.8,1970.0,30/09/2022,PSSA3
13,68.58,1610.0,-525.52,3850.0,30/06/2022,PSSA3
14,-132.05,695.58,-637.45,2540.0,31/03/2022,PSSA3
15,-321.38,714.7,-578.71,1890.0,31/12/2021,PSSA3
16,-140.67,783.51,-344.8,40.27,30/09/2021,PSSA3
17,-43.35,348.71,-182.93,-2090.0,30/06/2021,PSSA3
18,-73.31,45.9,-162.2,599.79,31/03/2021,PSSA3
19,-87.47,-1140.0,-178.34,1260.0,31/12/2020,PSSA3
20,21.2,-1350.0,-172.53,2420.0,30/09/2020,PSSA3
21,-22.62,3040.0,-210.13,3530.0,30/06/2020,PSSA3
22,-89.45,706.53,-186.65,1880.0,31/03/2020,PSSA3
23,-81.66,25.46,-135.5,1100.0,31/12/2019,PSSA3
24,-16.41,-242.56,-41.06,1480.0,30/09/2019,PSSA3
25,2.46,1390.0,51.02,1890.0,30/06/2019,PSSA3
26,-39.89,-70.68,7.77,1330.0,31/03/2019,PSSA3
27,12.78,404.49,5.17,1040.0,31/12/2018,PSSA3
28,75.67,167.97,-79.94,274.14,30/09/2018,PSSA3
29,-40.79,824.64,-271.15,984.66,30/06/2018,PSSA3
30,-42.49,-360.2,-258.55,935.1,31/03/2018,PSSA3
31,-72.33,-258.79,-257.38,1060.0,31/12/2017,PSSA3
32,-115.53,847.88,-241.61,1430.0,30/09/2017,PSSA3
33,-28.19,722.1,-157.27,1090.0,30/06/2017,PSSA3
34,-41.32,-254.15,-155.53,-164.76,31/03/2017,PSSA3
35,-56.57,112.89,-141.51,378.95,31/12/2016,PSSA3
36,-31.19,506.43,-135.83,796.42,30/09/2016,PSSA3
37,-26.45,-529.92,-166.28,417.32,30/06/2016,PSSA3
38,-27.3,289.56,-196.33,836.87,31/03/2016,PSSA3
39,-50.88,530.36,-226.89,814.81,31/12/2015,PSSA3
40,-61.65,127.33,-264.87,657.13,30/09/2015,PSSA3
41,-56.5,-110.38,-276.82,595.9,30/06/2015,PSSA3
42,-57.86,267.5,-275.31,1310.0,31/03/2015,PSSA3
43,-88.86,372.68,-258.87,641.04,31/12/2014,PSSA3
44,-73.6,66.1,-213.01,359.82,30/09/2014,PSSA3
45,-54.99,602.8,-195.72,1120.0,30/06/2014,PSSA3
46,-41.43,-400.54,-208.64,774.97,31/03/2014,PSSA3
47,-43.0,91.46,-221.89,1160.0,31/12/2013,PSSA3
48,-56.3,808.17,-236.34,697.7,30/09/2013,PSSA3
49,-67.91,275.88,-252.98,319.98,30/06/2013,PSSA3
50,-54.67,-11.24,-249.24,458.39,31/03/2013,PSSA3
51,-57.46,-375.11,-237.63,-419.8,31/12/2012,PSSA3
52,-72.94,454.4,-262.4,1100.0,30/09/2012,PSSA3
53,-58.09,390.34,-288.86,613.8,30/06/2012,PSSA3
54,-49.13,-889.43,-313.32,-619.87,31/03/2012,PSSA3
55,-82.23,53.9,-308.28,395.46,31/12/2011,PSSA3
56,-96.09,48.02,-272.71,590.44,30/09/2011,PSSA3
57,-85.31,283.08,-217.8,554.69,30/06/2011,PSSA3
58,-44.66,10.47,-155.41,384.11,31/03/2011,PSSA3
0,-1500.0,28.31,-4830.0,3590.0,30/09/2025,PRIO3
1,-1550.0,1810.0,-3790.0,6270.0,30/06/2025,PRIO3
2,-515.28,-258.47,-2930.0,5380.0,31/03/2025,PRIO3
3,-1270.0,2000.0,-3600.0,6070.0,31/12/2024,PRIO3
4,-459.3,2720.0,-3370.0,5830.0,30/09/2024,PRIO3
5,-691.95,916.86,-4019.9999999999995,4620.0,30/06/2024,PRIO3
6,-1180.0,430.52,-4760.0,4680.0,31/03/2024,PRIO3
7,-1040.0,1760.0,-4250.0,3490.0,31/12/2023,PRIO3
8,-1110.0,1510.0,-4059.9999999999995,2290.0,30/09/2023,PRIO3
9,-1430.0,983.65,-3550.0,2029.9999999999998,30/06/2023,PRIO3
10,-669.88,-759.99,-2430.0,1430.0,31/03/2023,PRIO3
11,-846.86,562.31,-1900.0,3030.0,31/12/2022,PRIO3
12,-603.14,1240.0,-1230.0,2950.0,30/09/2022,PRIO3
13,-313.91,387.5,-846.13,2200.0,30/06/2022,PRIO3
14,-136.63,833.14,-725.63,1700.0,31/03/2022,PRIO3
15,-179.22,490.21,-632.3,1550.0,31/12/2021,PRIO3
16,-216.37,493.16,-449.46,1430.0,30/09/2021,PRIO3
17,-193.41,-111.76,-285.46,1350.0,30/06/2021,PRIO3
18,-43.3,679.84,-405.62,1700.0,31/03/2021,PRIO3
19,3.61,366.97,-163.12,1450.0,31/12/2020,PRIO3
20,-52.37,410.38,-262.69,914.38,30/09/2020,PRIO3
21,-313.57,241.12,-213.02,649.05,30/06/2020,PRIO3
22,199.2,435.96,72.22,684.84,31/03/2020,PRIO3
23,-148.16,-225.29,-148.16,296.51,31/12/2019,PRIO3
24,,147.76,,626.15,30/09/2019,PRIO3
25,,329.11,,566.86,30/06/2019,PRIO3
26,,44.93,,332.3,31/03/2019,PRIO3
27,,102.41,,270.12,31/12/2018,PRIO3
28,4.1,94.75,,193.0,30/09/2018,PRIO3
29,-4.1,90.92,-3.38,135.29,30/06/2018,PRIO3
30,,-17.96,,52.78,31/03/2018,PRIO3
31,,25.29,,51.54,31/12/2017,PRIO3
32,,36.32,,104.44,30/09/2017,PRIO3
33,,9.13,,69.39,30/06/2017,PRIO3
34,,-19.2,,49.06,31/03/2017,PRIO3
35,,78.2,,114.25,31/12/2016,PRIO3
36,54.52,62.07,,139.03,30/09/2016,PRIO3
37,-55.29,-72.77,-57.64,-9.09,30/06/2016,PRIO3
38,,46.75,,59.92,31/03/2016,PRIO3
39,,103.32,,-20.66,31/12/2015,PRIO3
40,-2.97,-86.39,-35.14,-178.22,30/09/2015,PRIO3
41,2.24,-3.76,4.78,-31.06,30/06/2015,PRIO3
42,,-33.83,-4.34,-106.09,31/03/2015,PRIO3
43,-35.34,-54.78,-1.12,87.05,31/12/2014,PRIO3
44,37.49,61.31,52.62,257.31,30/09/2014,PRIO3
45,-6.88,-78.79,284.92,253.06,30/06/2014,PRIO3
46,3.61,159.31,141.67,120.84,31/03/2014,PRIO3
47,18.4,115.49,15.65,-267.23,31/12/2013,PRIO3
48,13.6,-199.13,1.13,-402.37,30/09/2013,PRIO3
49,-7.85,-68.73,-30.98,-322.57,30/06/2013,PRIO3
50,-8.51,-114.85,-75.78,1330.0,31/03/2013,PRIO3
51,3.88,-19.65,-89.53,-323.89,31/12/2012,PRIO3
52,-18.5,-119.33,-235.29,-564.33,30/09/2012,PRIO3
53,-52.66,1590.0,-247.79,-743.86,30/06/2012,PRIO3
54,-22.26,-1770.0,-257.27,-2440.0,31/03/2012,PRIO3
55,-141.87,-260.09,-300.89,-804.31,31/12/2011,PRIO3
56,-31.01,-292.74,-181.93,-2700.0,30/09/2011,PRIO3
57,-62.14,-110.88,-160.23,-2450.0,30/06/2011,PRIO3
58,-65.87,-140.61,-99.45,-2330.0,31/03/2011,PRIO3
0,,131.77,-8.29,228.77,30/09/2025,QUAL3
1,,-76.94,-8.68,277.65,30/06/2025,QUAL3
2,-1.74,191.12,-9.3,381.35,31/03/2025,QUAL3
3,-6.27,-17.17,-7.08,370.86,31/12/2024,QUAL3
4,,180.64,,381.94,30/09/2024,QUAL3
5,,26.76,-3.73,379.93,30/06/2024,QUAL3
6,,180.62,-3.58,430.37,31/03/2024,QUAL3
7,,-6.09,-4.38,493.68,31/12/2023,QUAL3
8,-3.9,167.3,-6.53,611.56,30/09/2023,QUAL3
9,,58.1,-3.58,636.1,30/06/2023,QUAL3
10,,274.37,-6.63,715.88,31/03/2023,QUAL3
11,-1.81,89.34,-13.19,550.85,31/12/2022,QUAL3
12,,216.4,-14.01,663.9,30/09/2022,QUAL3
13,-3.55,135.77,-24.78,651.02,30/06/2022,QUAL3
14,-6.88,109.34,-27.18,659.09,31/03/2022,QUAL3
15,-2.63,202.38,-22.44,785.49,31/12/2021,QUAL3
16,-11.71,203.52,-19.42,742.83,30/09/2021,QUAL3
17,-5.95,143.84,-7.66,773.8,30/06/2021,QUAL3
18,-2.14,235.74,-2.31,899.81,31/03/2021,QUAL3
19,,159.72,-5.96,845.31,31/12/2020,QUAL3
20,,234.49,-2.18,935.54,30/09/2020,QUAL3
21,,269.86,-2.56,866.85,30/06/2020,QUAL3
22,-5.79,181.24,-1.63,769.58,31/03/2020,QUAL3
23,4.17,249.96,3.83,874.82,31/12/2019,QUAL3
24,,165.8,-1.01,745.15,30/09/2019,QUAL3
25,,172.58,,832.11,30/06/2019,QUAL3
26,,286.49,-1.36,771.32,31/03/2019,QUAL3
27,,120.29,-1.46,777.86,31/12/2018,QUAL3
28,,252.76,-8.09,646.8,30/09/2018,QUAL3
29,,111.8,-8.58,594.18,30/06/2018,QUAL3
30,,293.02,-8.88,556.66,31/03/2018,QUAL3
31,-7.3,-10.77,-8.83,525.82,31/12/2017,QUAL3
